Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Illnau-Effretikon;2695131;1253566;Effretikon, Lindenwiese;VBG;Haltestelle;Bus;511
Dägerlen;2696175;1269847;Dägerlen, Oberwil;PAG;Haltestelle;Bus;479
Chapelle (Glâne);2553690;1159685;Chapelle (Glâne);TPF;Haltestelle;Bus;729
Vulliens;2549527;1162846;Vulliens, Praz-Botsard;PAG;Haltestelle;Bus;690
Glarus Nord;2728475;1220100;Filzbach, Milchzentrale;PAG;Haltestelle;Bus;707
Schaan;2757180;1226212;Schaan, Theater;VLM;Haltestelle;Bus;454
Valbirse;2587681;1231989;Malleray-Bévilard, gare;SBB CFF FFS;Haltestelle;Bus;698
Gommiswald;2721921;1231268;Rieden SG, Dorf;PAG;Haltestelle;Bus;709
Vulliens;2550382;1162925;Vulliens, Le Corria;PAG;Haltestelle;Bus;711
Nendaz;2588536;1114514;Haute-Nendaz, centre sportif;PAG;Haltestelle;Bus;1341
La Grande-Béroche;2548785;1193180;St-Aubin NE, Tivoli;PAG;Haltestelle;Bus;451
Opfikon;2685088;1252379;Zürich, Orionstrasse;VBZ;Haltestelle;Bus;427
Kilchberg (ZH);2683321;1241587;Kilchberg ZH, Altersheim;VBZ;Haltestelle;Bus;513
Oftringen;2636262;1240465;Oftringen, Baslerstrasse;AVA;Haltestelle;Bus;418
Zürich;2683107;1248024;Zürich HB Löwenstrasse;SBB CFF FFS;Zugeordneter Betriebspunkt;;392
Les Ponts-de-Martel;2546144;1205535;Les Ponts-de-Martel, Gde-Rue;PAG;Haltestelle;Bus;1030
Basel;2612873;1265204;Basel Dreispitz;SBB CFF FFS;Haltestelle;Zug;277
Brig-Glis;2642076;1128870;Glis, untere Briggasse;PAG;Haltestelle;Bus;711
Küssnacht (SZ);2675855;1215141;Küssnacht am Rigi, Plaza;AAGS;Haltestelle;Bus;457
Boltigen;2596281;1164014;Boltigen;BLS;Haltestelle und Bedienpunkt;Zug;814
Val Terbi;2605098;1245511;Montsevelier, village;PAG;Haltestelle;Bus;565
Triengen;2648003;1232289;Triengen, Gisler;PAG;Haltestelle;Bus;502
Allschwil;2607033;1266716;Allschwil, Rosenberg;BVB;Haltestelle;Bus;307
Schwyz;2692450;1206246;Schwyz, Bierkeller;AAGS;Haltestelle;Bus;529
Schaffhausen;2689653;1284544;Schaffhausen, Geissberg;VBSH;Haltestelle;Bus;449
Schwyz;2692208;1208220;Schwyz, Lücken;AAGS;Haltestelle;Bus;489
Gibloux;2573249;1176797;Magnedens, bif. Corpataux;TPF;Haltestelle;Bus;689
Klosters;2784453;1192920;Gotschnaboden (Gotschnagrat);DKB;Zugeordneter Betriebspunkt;;1779
Klosters;2782519;1197190;Serneus, Pagrüeg;PAG;Haltestelle;Bus;1039
Sâles;2565720;1165361;Maules, village;TPF;Haltestelle;Bus;892
Flumenthal;2611967;1232039;Flumenthal;asm;Haltestelle und Bedienpunkt;Zug;464
Horrenbach-Buchen;2619905;1180909;Buchen BE, Schulhaus;STI;Haltestelle;Bus;973
Lamone;2715622;1099701;Lamone-Cadempino, Posta/Staz.;TPL;Haltestelle;Bus;315
Begnins;2508375;1144208;Begnins, Bellevue;PAG;Haltestelle;Bus;571
Rapperswil-Jona;2704454;1233554;Jona, Spitzenwies;VZO;Haltestelle;Bus;489
Romanshorn;2745244;1269450;Romanshorn, Hofstrasse;AOT;Haltestelle;Bus;407
Genève;2501898;1118343;Genève, parc et plage des Eaux-Vives;TPG;Haltestelle;Bus;375
Kreuzlingen;2729102;1277689;Kreuzlingen, Kirche Bernrain;PAG;Haltestelle;Bus;506
Kreuzlingen;2731370;1278020;Kreuzlingen, Burggraben;VSK;Haltestelle;Bus;437
Genève;2500321;1117673;Genève, Molard;TPG;Haltestelle;Bus / Tram;376
Vevey;2553669;1146507;Vevey-Funi;SBB CFF FFS;Haltestelle;Zug;388
St. Niklaus;2628238;1114134;St. Niklaus VS, Feuerwehrlokal;MGB;Haltestelle;Bus;1113
Frauenfeld;2709126;1267588;Frauenfeld, Fliederstrasse;PAG;Haltestelle;Bus;413
Buchholterberg;2618656;1185143;Wangelen, Mühlematt;STI;Haltestelle;Bus;869
Mendrisio;2720188;1081853;Mendrisio, Morgana;AMSA;Haltestelle;Bus;390
Maienfeld;2758956;1208004;Maienfeld, Bahnhof;PAG;Haltestelle;Bus;504
Delémont;2592845;1246054;Delémont, Hôtel de Ville;PAG;Haltestelle;Bus;430
Vernate;2711849;1094676;Vernate, Villa Bischoff;PAG;Haltestelle;Bus;609
Muri (AG);2668920;1236612;Muri AG, Grindelstrasse;PAG;Haltestelle;Bus;461
Lommis;2717101;1264139;Lommis, Matzingerstrasse;PAG;Haltestelle;Bus;473
Basel;2612815;1265174;Basel, Dreispitz;BVB;Haltestelle;Bus / Tram;284
Sumiswald;2624117;1208557;Ei im Emmental;ETB;Haltestelle;Zug;685
Ilanz/Glion;2733837;1182002;Ilanz, Grüneck;PAG;Haltestelle;Bus;719
Kilchberg (ZH);2684107;1241507;Kilchberg ZH, Lindt & Sprüngli;VBZ;Haltestelle;Bus;412
Schaan;2757182;1227292;Schaan, Industriestrasse;VLM;Haltestelle;Bus;444
Breggia;2723794;1086588;Muggio, Bivio Casiroli;PAG;Haltestelle;Bus;928
Vernate;2711986;1094026;Vernate, Guasti di Vernate;PAG;Haltestelle;Bus;420
Breggia;2724676;1083806;Cabbio, S. Rocco;PAG;Haltestelle;Bus;611
Brugg;2658128;1259163;Brugg AG, Bahnhof/Campus;PAG;Haltestelle;Bus;351
Spiez;2614764;1173729;Gwatt, Gwattstutz;STI;Haltestelle;Bus;587
Givisiez;2576840;1185426;Givisiez, Corbusier;TPF;Haltestelle;Bus;610
Wikon;2639354;1234441;Brittnau-Wikon West (Agl);SBB CFF FFS;Anschlusspunkt;;445
Riedholz;2610225;1233225;Niederwil SO, Feuerwehrmagazin;PAG;Haltestelle;Bus;530
Steffisburg;2613483;1180218;Steffisburg;BLS;Haltestelle und Bedienpunkt;Zug;563
Satigny;2491128;1119996;Satigny, Choully;TPG;Haltestelle;Bus;503
Otelfingen;2671557;1256449;Otelfingen;SBB CFF FFS;Haltestelle;Zug;427
Allschwil;2608250;1266774;Allschwil, Ziegelei;BVB;Haltestelle;Bus / Tram;277
Fribourg;2579578;1184510;Fribourg, Boschung;TPF;Haltestelle;Bus;617
Muntelier;2576064;1198342;Muntelier, Schloss;SVB;Haltestelle;Bus;441
Basel;2613578;1266004;Basel, Ulmenweg;BVB;Haltestelle;Bus;262
Metzerlen-Mariastein;2601937;1257089;Metzerlen, Challstrasse;PAG;Haltestelle;Bus;533
Bellinzona;2720785;1114108;Camorino, Busciurina;PAG;Haltestelle;Bus;233
Sierre;2602700;1124300;Granges VS, La Millière;ASGS;Haltestelle;Bus;507
Thal;2759847;1263038;Altenrhein Schifflände;SBS;Haltestelle;Schiff;396
Egerkingen;2627144;1241365;Egerkingen, Bielgraben;BOGG;Haltestelle;Bus;438
Ostermundigen;2603366;1201056;Ostermundigen, Milchstrasse;SVB;Haltestelle;Bus;552
Krattigen;2622546;1167771;Krattigen, Tschuppen;PAG;Haltestelle;Bus;701
Muri bei Bern;2604034;1198282;Thoracker, Schürmatt;SVB;Haltestelle;Bus;555
Mägenwil;2660100;1251800;Mägenwil, Bahnhof;PAG;Haltestelle;Bus;416
Reiden;2640163;1232422;Reiden, Bahnhof;AVA;Haltestelle;Bus;458
Avry;2572648;1181714;Avry-Matran;SBB CFF FFS;Haltestelle ausser Betrieb;;655
Scuol;2806976;1184140;Guarda, Pitschen;PAG;Haltestelle;Bus;1651
Klosters;2792157;1188653;Pischahorn (B);RhB FR VR;Blockstelle;;1388
Tresa;2710210;1091933;Ponte Tresa;FLP;Haltestelle;Zug;276
Schaffhausen;2690999;1283969;Schaffhausen, Winkelriedstr.;VBSH;Haltestelle;Bus;446
Bettingen;2618514;1268842;Bettingen, Chrischonaklinik;BVB;Haltestelle;Bus;495
Savièse;2593566;1124105;Savièse, Mossévron;PAG;Haltestelle;Bus;1186
Gruyères;2572846;1159961;Epagny, village;TPF;Haltestelle;Bus;711
Collombey-Muraz;2561919;1124650;Collombey, Charmettes;TPC;Haltestelle;Bus;390
Poschiavo;2801872;1135189;S. Carlo (Poschiavo), Austrini;PAG;Haltestelle;Bus;1065
Wildhaus-Alt St. Johann;2741114;1226721;Alp Sellamatt (Ruestel Talstation);TBBU;Haltestelle;Sesselbahn;1435
Fiesch;2653402;1138757;Fiesch, Abzw. Feriendorf;MGB;Haltestelle;Bus;1020
Lumnezia;2726070;1167210;Vrin, Ligiazun;PAG;Haltestelle;Bus;1550
Martigny-Combe;2570061;1102957;Le Brocard;PAG;Haltestelle;Bus;557
Grindelwald;2646575;1163362;Grindelwald, Mettenberg;GWB;Haltestelle;Bus;981
Jussy;2512826;1121753;Jussy, Monniaz-Douane;TPG;Haltestelle;Bus;517
Wädenswil;2689737;1228387;Schönenberg ZH, Aesch;SZU;Haltestelle;Bus;715
Aarau;2646080;1247739;Aarau, Wasserfluhweg;BBA;Haltestelle;Bus;416
Sins;2672284;1227416;Sins, Küfermattstrasse;ZVB;Haltestelle;Bus;425
Mels;2749945;1211587;Mels, Lütsch;BOS;Haltestelle;Bus;676
Spiringen;2713494;1195491;Urnerboden, Argseeli;PAG;Haltestelle;Bus;1330
Zizers;2761489;1200377;Zizers;RhB FR VR;Haltestelle;Zug;531
Laconnex;2491467;1112396;Laconnex, Mollaz;TPG;Haltestelle;Bus;436
Veyrier;2503160;1113742;Veyrier, village;TPG;Haltestelle;Bus;420
Vevey;2554525;1145490;Vevey, Hôtel de Ville;VMCV;Haltestelle;Bus;376
Langnau im Emmental;2626291;1201014;Oberfrittenbach, Stockmatte;BLAG;Haltestelle;Bus;718
Lugano;2718851;1097079;Albonago, ai Ronchi;TPL;Haltestelle;Bus;378
Thörigen;2621973;1224761;Thörigen, Post;asm;Haltestelle;Bus;488
Zernez;2800908;1183224;Sagliains Nord;RhB FR VR;Verzweigung, Abzweigung, Spaltweiche;;1434
Zürich;2685082;1246850;Zürich, Hölderlinsteig;VBZ;Haltestelle;Bus;475
Zürich;2684564;1246813;Zürich, Englischviertelstrasse;VBZ;Haltestelle;Tram;432
Birwinken;2733679;1269991;Andwil TG, Volg;PAG;Haltestelle;Bus;472
Birwinken;2733656;1270617;Andwil TG, Eckartshausen;PAG;Haltestelle;Bus;508
Lumnezia;2735255;1178647;Cumbel, Farmarins;PAG;Haltestelle;Bus;988
Urdorf;2674690;1249493;Urdorf, Feldegg;VBZ;Haltestelle;Bus;410
Thundorf;2714714;1267226;Thundorf, Brückenwaage;PAG;Haltestelle;Bus;546
Silenen;2693758;1183819;Silenen, Efibach;AAGU;Haltestelle;Bus;520
Sirnach;2717628;1258696;Sirnach, Sonnenberg;BOS;Haltestelle;Bus;530
Dietikon;2673408;1250364;Dietikon, Schäflibach;VBZ;Haltestelle;Bus;389
Neuenhof;2667554;1255121;Neuenhof, Kirchfeld;RVBW;Haltestelle;Bus;402
Herisau;2739320;1249962;Herisau, Toracker;VBH;Haltestelle;Bus;776
Rheinwald;2744466;1156068;Blacktenboden;BST;Haltestelle;Kabinenbahn;1755
Hochdorf;2665242;1224424;Hochdorf, Rigiring;ZVB;Haltestelle;Bus;492
Ringgenberg (BE);2635317;1172761;Ringgenberg, Moosrain;PAG;Haltestelle;Bus;595
Metzerlen-Mariastein;2601517;1255523;Challhöchi;PAG;Haltestelle;Bus;747
Metzerlen-Mariastein;2603930;1258412;Mariastein, Klosterplatz;PAG;Haltestelle;Bus;513
Simplon;2649007;1115010;Gabi (Simplon);PAG;Haltestelle;Bus;1228
Sigriswil;2621995;1172850;Merligen, Ralligen;STI;Haltestelle;Bus;555
Riehen;2614660;1268770;Riehen Niederholz;DICH;Haltestelle;Zug;265
Münsingen;2609785;1192261;Münsingen, Juraweg;SVB;Haltestelle;Bus;575
Hautemorges;2522049;1156011;Apples ouest (bif);MBC;Verzweigung, Abzweigung, Spaltweiche;;639
Jorat-Mézières;2548673;1160783;Mézières VD, collège Raffort;PAG;Haltestelle;Bus;747
Inwil;2672178;1219769;Inwil, Nussbaum;PAG;Haltestelle;Bus;409
Meiringen;2657533;1175608;Meiringen, Altersheim;PAG;Haltestelle;Bus;621
Turtmann-Unterems;2620252;1127498;Turtmann (Talstation);LTUO;Haltestelle;Kabinenbahn;625
Jens;2586054;1216972;Jens, Herrenwald;PAG;Haltestelle;Bus;526
Cham;2677120;1227300;Cham, Lorzenpark;ZVB;Haltestelle;Bus;432
Thun;2613602;1178801;Thun, Dufourkaserne;STI;Haltestelle;Bus;560
Sierre;2601695;1123932;Granges VS, Pissiour;PAG;Haltestelle;Bus;520
Zollikofen;2600164;1205822;Zollikofen, Webergutstrasse;PAG;Haltestelle;Bus;582
Oeschenbach;2623675;1217548;Oeschenbach, Säge;OUW;Haltestelle;Bus;652
Wattwil;2724773;1240536;Wattwil, ev. Kirche;PAG;Haltestelle;Bus;618
Regensdorf;2677757;1253652;Regensdorf, Obstgarten;VBG;Haltestelle;Bus;600
Törbel;2632374;1120270;Törbel, Oberbrunnen;PAG;Haltestelle;Bus;1187
Savièse;2591843;1128095;Savièse, Dilogne;PAG;Haltestelle;Bus;1587
Monthey;2561778;1121690;Choëx, Outre-Vièze;TPC;Haltestelle;Bus;537
Muttenz;2613857;1265460;Basel, Schänzli (Wds);BVB;Wendeschleife;;260
Morbio Inferiore;2722946;1078186;Morbio Inferiore, Pascuritt;AMSA;Haltestelle;Bus;296
Laupersdorf;2614756;1242351;Laupersdorf, Stierenberg;PAG;Haltestelle;Bus;1029
Nyon;2507427;1138542;Nyon, La Paix;BNP;Haltestelle;Bus;413
Bauma;2707800;1247575;Bauma, Widen;PAG;Haltestelle;Bus;639
Aristau;2669856;1237675;Aristau, Dorf;PAG;Haltestelle;Bus;405
Naters;2641444;1138630;Belalp Hohbiel;LBB;Haltestelle;Sesselbahn;2681
Winterthur;2698886;1261715;Winterthur Grüze;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;452
Münchwilen (TG);2717599;1259317;Münchwilen TG, Sirnacherstr.;BOS;Haltestelle;Bus;516
Blenio;2716000;1148901;Torre, alla Baracca;ABl;Haltestelle;Bus;752
Obergoms;2666500;1150950;Ulrichen, Kirche;MGB;Haltestelle;Bus;1346
Seedorf (BE);2593330;1207764;Winterswil, Abzw.;PAG;Haltestelle;Bus;715
Suhr;2647441;1248641;Buchs AG, Brummelstrasse;BBA;Haltestelle;Bus;390
Stein am Rhein;2706403;1279345;Stein am Rhein;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;413
Wangen-Brüttisellen;2690322;1253525;Brüttisellen (Km-Sprung);SBB CFF FFS;Fehlerprofil/Kilometer-Sprung;;462
Isérables;2585029;1112266;Isérables, église;PAG;Haltestelle;Bus;1102
Rapperswil-Jona;2704404;1231366;Rapperswil SG, Bahnhof;VZO;Haltestelle;Bus;409
Bern;2599881;1199644;Bern, Schanzenstrasse;PAG;Haltestelle;Bus;540
Thun;2614369;1177138;Thun, Dürrenast;STI;Haltestelle;Bus;556
Uerkheim;2644323;1239967;Uerkheim, Unterdorf;AVA;Haltestelle;Bus;459
Lully (FR);2553338;1185379;Bollion, village;TPF;Haltestelle;Bus;559
Wädenswil;2690385;1230698;Wädenswil, Chotten;SZU;Haltestelle;Bus;408
Kriens;2664564;1210191;Kriens, Dattenbergrain;VBL;Haltestelle;Bus;552
Lugano;2717109;1097072;Lugano, Via Tesserete;TPL;Haltestelle;Bus;350
Bellinzona;2720348;1116515;Monte Carasso (funivia);FMCM;Haltestelle;Kabinenbahn;250
Delémont;2593013;1244690;Delémont, rte de Rossemaison;PAG;Haltestelle;Bus;424
Prez;2570113;1183052;Seedorf FR;TPF;Haltestelle;Bus;623
Yvorne;2563239;1130679;Yvorne, Socrettaz;TPC;Haltestelle;Bus;404
Untersiggenthal;2662536;1260899;Untersiggenthal, Schönegg;RVBW;Haltestelle;Bus;379
Siviriez;2556627;1167236;Siviriez, En Jogne;TPF;Haltestelle;Bus;795
Silvaplana;2781971;1148106;Surlej, Islas;OGS;Haltestelle;Bus;1801
Triesen;2758226;1220463;Triesen, Maschlina;VLM;Haltestelle;Bus;461
Neckertal;2733898;1243055;St. Peterzell, Stafel;PAG;Haltestelle;Bus;830
Riehen;2615393;1269273;Riehen, Morystrasse;BVB;Haltestelle;Bus;277
Nendaz;2587658;1115621;Fey (Nendaz), Moralla;PAG;Haltestelle;Bus;708
Anniviers;2612807;1121812;Chandolin (Rotsé aval);FLC;Zugeordneter Betriebspunkt;;1934
Vuisternens-devant-Romont;2563625;1168770;Estévenens, dessus;TPF;Haltestelle;Bus;848
Baar;2681995;1226560;Baar, Stadtgrenze;ZVB;Haltestelle;Bus;430
Laax;2736648;1190603;Scansinas (Muotta Rodunda);BFL;Zugeordneter Betriebspunkt;;1897
Cortaillod;2555590;1199559;Cortaillod, Graviers;PAG;Haltestelle;Bus;435
Klosters;2780502;1189629;Weissfluhjoch (Weissfluhgipf.);DKB;Zugeordneter Betriebspunkt;;2661
Sion;2593995;1120825;Sion, Vieux-Moulin;PAG;Haltestelle;Bus;548
Cartigny;2490621;1114713;Cartigny, Moulin-de-Vert;TPG;Haltestelle;Bus;430
Zug;2680310;1225710;Zug, Brüggli;ZVB;Haltestelle;Bus;417
Basel;2612460;1267803;Basel, Peter Rot-Strasse;BVB;Haltestelle;Bus;255
Zetzwil;2653969;1237342;Zetzwil, Mitte;BBA;Haltestelle;Bus;510
Dietikon;2672082;1252509;Dietikon, Moosmatt;VBZ;Haltestelle;Bus;384
Baden;2663938;1257489;Baden, Alterszentrum;RVBW;Haltestelle;Bus;442
Gais;2750547;1248102;Strahlholz;AB;Haltestelle;Zug;876
Reichenbach im Kandertal;2622665;1157787;Kiental, Abzw. Spiggengrund;PAG;Haltestelle;Bus;1053
Brütten;2693315;1258654;Brütten, Zentrum;SBW;Haltestelle;Bus;612
Winterthur;2698655;1260808;Winterthur, Waldegg;SBW;Haltestelle;Bus;439
Winterthur;2699523;1260171;Winterthur, Hinterdorf Seen;SBW;Haltestelle;Bus;439
Muntogna da Schons;2750815;1165830;Wergenstein, Dorf;PAG;Haltestelle;Bus;1484
Winterthur;2697975;1262378;Winterthur, Kantonsschule;SBW;Haltestelle;Bus;467
Basel;2613297;1267360;Gellert Nord (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;260
Meyrin;2497225;1120644;Genève-Aéroport, WTC;TPG;Haltestelle;Bus;421
Morschach;2693511;1203724;Stoos SZ;StSS;Haltestelle;Standseilbahn;1306
Lauperswil;2620797;1199401;Moosegg, Hotel;PAG;Haltestelle;Bus;956
Gsteig;2586828;1137259;Gsteig b. Gstaad, Post;PAG;Haltestelle;Bus;1181
Niederhasli;2679139;1259141;Niederhasli, Bahnhof;VBG;Haltestelle;Bus;424
Paradiso;2716745;1094319;Lugano-Paradiso (S. Salvatore);MS;Haltestelle;Standseilbahn;303
Pfaffnau;2632024;1227896;Altbüron, Ludligen;PAG;Haltestelle;Bus;529
Kreuzlingen;2730846;1279039;Kreuzlingen, Kantonsschule;VSK;Haltestelle;Bus;402
Lausanne;2539927;1152456;Lausanne, Rosière;TL;Haltestelle;Bus;539
Genève;2502075;1117619;Genève-Eaux-Vives, gare/Vadier;TPG;Haltestelle;Bus;403
Ennetbaden;2666652;1259284;Ennetbaden, Gärtnerweg;RVBW;Haltestelle;Bus;414
Genève;2500956;1117153;Genève, Tranchées;TPG;Haltestelle;Bus;396
Meggen;2671693;1211399;Meggen, Bahnhof;VBL;Haltestelle;Bus;472
Kreuzlingen;2729954;1279720;Kreuzlingen, Konstanzerstrasse;VSK;Haltestelle;Bus;401
Gossau (SG);2737685;1253280;Gossau SG, Mooswies;REGO;Haltestelle;Bus;647
Jorat-Mézières;2549259;1161891;Carrouge VD, centre;PAG;Haltestelle;Bus;728
Montreux;2562857;1142760;Crêt-d'y-Bau;MVR;Haltestelle;Zahnradbahn;1284
Adelboden;2609320;1148610;Adelboden, Mineralquelle;AFA;Haltestelle;Bus;1282
Herisau;2740459;1249556;Herisau, Rohren;VBH;Haltestelle;Bus;845
Basel;2611432;1265194;Basel, Wolfschlucht;BVB;Haltestelle;Tram;319
Lauterbrunnen;2634994;1163411;Isenfluh, Dorf;PAG;Haltestelle;Bus;1081
Entlebuch;2647969;1205539;Entlebuch, Lehn;PAG;Haltestelle;Bus;723
Morges;2526400;1151338;Morges, Les Emetaux;MBC;Haltestelle;Bus;423
Däniken;2641379;1244714;Däniken, Talhubel;PAG;Haltestelle;Bus;400
Sagogn;2738169;1183691;Sagogn, Carnetg;PAG;Haltestelle;Bus;760
Cugy (FR);2558066;1185134;Cugy FR;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;469
Muttenz;2617348;1264219;Basel SBB RB Gr E;SBB CFF FFS;Zugeordneter Betriebspunkt;;287
Bätterkinden;2607700;1219975;Bätterkinden, Kreuz;RBS;Haltestelle;Bus;474
Uetendorf;2609637;1180026;Uetendorf, Bergschulhaus;PAG;Haltestelle;Bus;604
Homburg;2715287;1277072;Hörhausen, alte Post;PAG;Haltestelle;Bus;555
Balzers;2756002;1215394;Balzers, Sportplatz;VLM;Haltestelle;Bus;476
Wädenswil;2690633;1230326;Wädenswil, Mugern;SZU;Haltestelle;Bus;408
Kriens;2663991;1209976;Kriens, Oberhusweg;VBL;Haltestelle;Bus;499
Meiringen;2657458;1175276;Meiringen, Molki;PAG;Haltestelle;Bus;606
Einsiedeln;2699037;1220851;Einsiedeln, Heidenbühl;PAG;Haltestelle;Bus;878
Schaffhausen;2691183;1286349;Schaffhausen, Hohberg;VBSH;Haltestelle;Bus;476
Prangins;2508475;1139750;Prangins, Tour d'Eau;BNP;Haltestelle;Bus;421
Chur;2760583;1191726;Chur, Eulengut;BuS;Haltestelle;Bus;595
Illgau;2697463;1206231;Oberberg St. Karl;LIV;Haltestelle;Kabinenbahn;1180
Gambarogno;2709034;1108578;Alpe di Neggia, Bv. Trecciura;PAG;Haltestelle;Bus;988
Montreux;2560094;1145124;Chamby, Brison;PAG;Haltestelle;Bus;924
Schinznach;2652905;1255331;Schinznach Dorf, Gemeindehaus;PAG;Haltestelle;Bus;384
Guggisberg;2590943;1181397;Riedstätt, Post;PAG;Haltestelle;Bus;965
Weinfelden;2726572;1269547;Weinfelden, Pflegeheim;PAG;Haltestelle;Bus;431
Wigoltingen;2719748;1273205;Wigoltingen, Dorf;PAG;Haltestelle;Bus;424
Lugano;2717241;1097278;Lugano, Ospedale Civico;ARL;Haltestelle;Bus;380
Tschiertschen-Praden;2765477;1187174;Tschiertschen (Talstation);STT;Haltestelle;Sesselbahn;1355
Brugg;2657031;1258517;Brugg AG, Bodenackerstrasse;PAG;Haltestelle;Bus;340
St. Stephan;2596190;1151472;St. Stephan (Talstation);BDGAG;Haltestelle;Sesselbahn;970
Bioggio;2714566;1097239;Bioggio, Via Industria;PAG;Haltestelle;Bus;287
Veltheim (AG);2654370;1253101;Veltheim AG, Wildenstein;PAG;Haltestelle;Bus;348
Interlaken;2633022;1171162;Interlaken Ost [Gleis 3-4];zb;Zugeordneter Betriebspunkt;;567
Full-Reuenthal;2657937;1274297;Full, Mitte;PAG;Haltestelle;Bus;316
Zürich;2679484;1250750;Zürich, Wartau;VBZ;Haltestelle;Bus / Tram;448
Naters;2642350;1130550;Naters, Kelchbach;PAG;Haltestelle;Bus;680
Allschwil;2608677;1266219;Allschwil, Paradies;BLT;Haltestelle;Bus;281
Morges;2527513;1151973;Morges, Banc-Vert;MBC;Haltestelle;Bus;396
Sils im Domleschg;2754150;1174950;Sils im Domleschg, Cumparduns;PAG;Haltestelle;Bus;667
Wengi;2597349;1214847;Wengi b. Büren, Friedhof;RBS;Haltestelle;Bus;478
Biel/Bienne;2587854;1223138;Biel/Bienne, Swiss Tennis;VB TPB;Haltestelle;Bus;441
Arch;2598847;1224036;Arch, Aarestrasse;BGU;Haltestelle;Bus;432
Bad Ragaz;2757646;1207368;Bad Ragaz, Kreisel Ausserfeld;BuS;Haltestelle;Bus;505
Conthey;2589695;1118304;Châteauneuf-Conthey;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;489
Val Müstair;2827361;1165311;Valchava, cumün;PAG;Haltestelle;Bus;1416
Kilchberg (ZH);2684151;1241895;Kilchberg ZH (See);ZSG;Haltestelle;Schiff;406
Morschach;2689254;1204090;Franziskus (Spw);SBB CFF FFS;Spurwechsel;;449
Lugano;2718904;1100522;Piano Stampa, Capolinea;TPL;Haltestelle;Bus;339
Chancy;2486957;1112158;Chancy, Les Bouveries;TPG;Haltestelle;Bus;362
Weinfelden;2725246;1270574;Weinfelden, Bachtobelstrasse;PAG;Haltestelle;Bus;455
Münsterlingen;2734922;1277209;Münsterlingen, Nonnenpförtli;PAG;Haltestelle;Bus;411
Montreux;2559455;1142376;Montreux, La Paix;VMCV;Haltestelle;Bus;384
Wattenwil;2605536;1178481;Wattenwil, Lischen;STI;Haltestelle;Bus;604
Ascona;2703114;1112592;Ascona, Parco dei Poeti;FART;Haltestelle;Bus;208
Triengen;2648361;1231602;Triengen, Dorf;PAG;Haltestelle;Bus;513
Ried bei Kerzers;2580881;1201733;Kerzers, Abzw. Gurzelen;PAG;Haltestelle;Bus;443
Yverdon-les-Bains;2538664;1181535;Yverdon-les-Bains, rue de Chamblon;TRAVYS;Haltestelle;Bus;434
Hasle bei Burgdorf;2615630;1207234;Hasle b.B., Dorf;BLAG;Haltestelle;Bus;567
St. Gallen;2747479;1255553;St. Gallen, Lindentalstrasse;VBSG;Haltestelle;Bus;651
Egnach;2746713;1267095;Egnach, Buech;AOT;Haltestelle;Bus;411
Ostermundigen;2603546;1199981;Ostermundigen, Waldheimstrasse;SVB;Haltestelle;Bus;555
Pfäffikon;2701455;1248505;Pfäffikon ZH, Sulzberg;PAG;Haltestelle;Bus;412
Belfaux;2574413;1185765;Belfaux, Laiterie;TPF;Haltestelle;Bus;571
Untereggen;2750193;1256334;St. Gallen, Martinsbrücke;PAG;Haltestelle;Bus;566
Saanen;2586852;1149144;Saanen, Steigenberger;PAG;Haltestelle;Bus;1010
Schangnau;2635281;1184848;Bumbach, Alpenrose;PAG;Haltestelle;Bus;932
Val-de-Travers;2533831;1195654;St-Sulpice NE, bas du village;TRN;Haltestelle;Bus;748
Thal;2758932;1261245;Altenrhein;SBB CFF FFS;Bedienpunkt;;400
Eisten;2634679;1117350;Eisten, Fluhbalmen;PAG;Haltestelle;Bus;1054
Savièse;2593022;1123727;Savièse, Prafirmin-d'en-Haut;PAG;Haltestelle;Bus;1153
Safiental;2740750;1165384;Thalkirch, Turrahus;PAG;Haltestelle;Bus;1696
Sierre;2606218;1125952;Sierre, Glariers;BS;Haltestelle;Bus;541
Dornach;2612848;1258444;Dornach, Apfelsee;BLT;Haltestelle;Bus;338
Biasca;2716971;1134299;Iragna, Prealberto;PAG;Haltestelle;Bus;288
Leysin;2567895;1133700;Leysin, Fabiola;OTL;Haltestelle;Bus;1373
Brig-Glis;2641902;1128344;Glis, Holzji;PAG;Haltestelle;Bus;785
Schaffhausen;2689411;1284112;Schaffhausen, Durachsteg;VBSH;Haltestelle;Bus;433
Bolligen;2605901;1204528;Bolligen, Lutzeren;PAG;Haltestelle;Bus;675
Lüterkofen-Ichertswil;2605720;1223481;Lüterkofen, Dorf;PAG;Haltestelle;Bus;472
Bettlach;2598877;1228500;Bettlach, Räbacher;BGU;Haltestelle;Bus;516
Veltheim (AG);2653053;1254545;Veltheim AG, Skin;PAG;Haltestelle;Bus;397
