Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Birmensdorf (ZH);2677252;1245162;Birmensdorf ZH, Landikon Dorf;PAG;Haltestelle;Bus;491
Uster;2696097;1246367;Uster, Brandschenke;VZO;Haltestelle;Bus;465
Coppet;2503381;1129986;Coppet, route de Tannay;TPN;Haltestelle;Bus;400
Klosters;2781231;1197576;Saas i.P., Mülitobel;PAG;Haltestelle;Bus;991
Petit-Val;2584181;1236067;Sornetan, Le Pichoux;PAG;Haltestelle;Bus;741
Leytron;2576394;1117235;Pré de Bougnone;TOJ;Haltestelle;Sesselbahn;2118
Marly;2578754;1180655;Marly, Cité;TPF;Haltestelle;Bus;625
Fribourg;2580134;1183901;Fribourg, Schönberg Dunant;TPF;Haltestelle;Bus;683
Uznach;2717708;1231472;Uznach, Spital West;PAG;Haltestelle;Bus;431
Lugano;2717034;1096371;Lugano, ai Frati;TPL;Haltestelle;Bus;302
Roche (VD);2560984;1134162;Roche VD, Rotzéranne-Pré-Clos;TPC;Haltestelle;Bus;380
Plan-les-Ouates;2498359;1113540;Plan-les-Ouates, Nant-Malet;TPG;Haltestelle;Bus;414
Heimberg;2612667;1183190;Heimberg, Dornhalde;STI;Haltestelle;Bus;577
Bern;2602545;1198637;Bern, Weltpostverein;SVB;Haltestelle;Bus / Tram;550
Düdingen;2581160;1188367;Düdingen, Käsereistrasse;TPF;Haltestelle;Bus;584
Rüfenach;2658113;1262198;Rüfenach AG, Schulhaus;PAG;Haltestelle;Bus;375
Uzwil;2728455;1256284;Niederuzwil, Marienfried;PAG;Haltestelle;Bus;515
Wikon;2639226;1234755;Brittnau-Wikon, Bahnhof;AVA;Haltestelle;Bus;444
Stallikon;2679750;1240600;Stallikon, Gamlikon;PAG;Haltestelle;Bus;550
Grindelwald;2641399;1163484;Holenstein (Männlichen);GGM;Zugeordneter Betriebspunkt;;1618
Luzern;2666574;1212348;Luzern, Felsberg;VBL;Haltestelle;Bus;488
Horgen;2684670;1235869;Sihlwald;SZU;Haltestelle;Zug;485
Sainte-Croix;2526157;1188720;La Vraconnaz, Les Rochettes;PAG;Haltestelle;Bus;1123
Basel;2612458;1266671;Basel, Sevogelplatz;BVB;Haltestelle;Tram;271
La Chaux-du-Milieu;2544554;1207383;La Chaux-du-Milieu, La Forge;PAG;Haltestelle;Bus;1069
Heiligenschwendi;2618931;1177694;Heiligenschwendi, Alpenblick;STI;Haltestelle;Bus;1067
Lausanne;2541634;1154209;Montblesson, Centenaire;PAG;Haltestelle;Bus;737
Samedan;2787098;1157121;Samedan, Spital;BuS;Haltestelle;Bus;1707
Zürich;2684544;1251713;Zürich, Riedgraben;VBZ;Haltestelle;Bus;426
Belmont-sur-Lausanne;2541288;1151711;Belmont-s.-L., Chaffeises;TL;Haltestelle;Bus;447
Centovalli;2696863;1114813;Pila;Cent;Haltestelle;Kabinenbahn;302
Schattdorf;2692791;1191191;Schattdorf (Talstation Haldi);LSH;Haltestelle;Kabinenbahn;490
Flums;2745001;1215651;Flumserberg Saxli, Rutz;PAG;Haltestelle;Bus;719
Trachselwald;2625698;1207644;Heimisbach, Thal;BLAG;Haltestelle;Bus;745
Tuggen;2713297;1227854;Tuggen, Egg;PAG;Haltestelle;Bus;460
Zermatt;2626624;1092474;Gornergrat;GGB;Haltestelle;Zahnradbahn;3089
Bellinzona;2725341;1114404;S. Antonio (Val Morobbia);PAG;Haltestelle;Bus;823
Châtillon (FR);2553397;1187053;Châtillon FR, Tilleul;TPF;Haltestelle;Bus;510
Haute-Ajoie;2561032;1247312;Réclère, village;PAG;Haltestelle;Bus;590
Arlesheim;2613535;1260414;Arlesheim Dorf (Wds);BLT;Wendeschleife;;325
Lupfig;2658493;1255824;Lupfig, Seebli;PAG;Haltestelle;Bus;385
Olten;2634353;1243326;Olten, Bornfeld;BOGG;Haltestelle;Bus;428
Bern;2602360;1202137;Bern, Löchligut;RBS;Haltestelle;Bus;540
Kilchberg (ZH);2683104;1242882;Kilchberg ZH, Obere Hornhalde;VBZ;Haltestelle;Bus;450
Schwyz;2694875;1207274;Rickenbach SZ, Windstock;AAGS;Haltestelle;Bus;842
Risch;2676435;1221590;Rotkreuz, Rüti;ZVB;Haltestelle;Bus;445
Dully;2512260;1142986;Dully, Bourg d'Amont;PAG;Haltestelle;Bus;423
Biasca;2717835;1136086;Biasca, Via ai Grotti;ABl;Haltestelle;Bus;320
Oberhofen am Thunersee;2618409;1174944;Längenschachen (See);BLSSF;Haltestelle;Schiff;560
Zürich;2680090;1247935;Zürich, Hubertus;VBZ;Haltestelle;Bus / Tram;413
Zofingen;2638480;1237365;Zofingen, Oberer Stadteingang;AVA;Haltestelle;Bus;432
Avenches;2570575;1193829;Avenches, route du Lac;PAG;Haltestelle;Bus;435
Saanen;2587411;1147633;Gstaad, Hotel Bellerive;PAG;Haltestelle;Bus;1026
Unterschächen;2706612;1192188;Balm (Klausen);PAG;Haltestelle;Bus;1840
Zürich;2682876;1253718;Zürich, Köschenrüti;VBZ;Haltestelle;Bus;439
Reichenbach im Kandertal;2619854;1163000;Scharnachtal, Viesen;PAG;Haltestelle;Bus;840
Corsier (GE);2505310;1124680;Corsier GE (lac);CGN;Haltestelle;Schiff;373
Arosa;2771278;1184728;Arosa, Langlauf/Golf;AVB;Haltestelle;Bus;1846
Meyrin;2494240;1120766;Meyrin, Hôpital de La Tour;TPG;Haltestelle;Bus / Tram;427
Churwalden;2762141;1180647;Parpan, Obertor/Heimberg;PAG;Haltestelle;Bus;1519
Biberist;2608891;1227198;Biberist, St. Elisabeth;BSU;Haltestelle;Bus;447
Lausanne;2535630;1152359;Lausanne, Bois de Vaux;TL;Haltestelle;Bus;600
Leysin;2567275;1132590;Leysin, place du Marché;TPC;Haltestelle;Bus;1290
Madulain;2791550;1162586;Madulain;RhB FR VR;Haltestelle;Zug;1697
Scuol;2815233;1185699;Ftan Baraigla;RhB FR VR;Haltestelle;Zug;1335
Reichenburg;2716589;1225405;Reichenburg, Dorf;PAG;Haltestelle;Bus;435
Münchenstein;2612578;1264378;Münchenstein, Limmeren;BLT;Haltestelle;Bus;290
Rüfenach;2657759;1262352;Rüfenach AG, Dorf;PAG;Haltestelle;Bus;381
Luthern;2636401;1214162;Hofstatt, Grünenboden;PAG;Haltestelle;Bus;720
Münsingen;2609210;1191366;Münsingen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;531
Schüpfheim;2643888;1200112;Schüpfheim;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;716
Muri (AG);2668920;1235320;Muri AG, Industriestrasse;PAG;Haltestelle;Bus;459
Meiringen;2653209;1169640;Schwarzwaldalp;PAG;Haltestelle;Bus;1460
Surpierre;2554875;1176040;Praratoud, Laiterie;PAG;Haltestelle;Bus;653
Haute-Sorne;2583274;1240160;Undervelier, Forges;PAG;Haltestelle;Bus;528
Frauenkappelen;2592389;1200339;Frauenkappelen, Post;PAG;Haltestelle;Bus;601
Schiers;2772952;1202661;Lunden, Vorderlunden;PAG;Haltestelle;Bus;741
Montreux;2560426;1142411;Glion (funi);MVR;Haltestelle;Standseilbahn;686
Epalinges;2541241;1155021;Epalinges, Pré-d'Yverdon;TL;Haltestelle;Bus;765
Kandergrund;2617027;1156243;Kandergrund, Post;AFA;Haltestelle;Bus;815
Füllinsdorf;2621288;1261822;Füllinsdorf, Ebene;AAGL;Haltestelle;Bus;303
Conthey;2590421;1127990;Grand-Zour;PAG;Haltestelle;Bus;1437
Ollon;2569780;1128159;Chesières, Crêt des Nex;TPC;Haltestelle;Bus;1270
Hasle (LU);2646515;1199830;Hasle LU, Heiligkreuz Witebach;PAG;Haltestelle;Bus;1124
Egnach;2743906;1266307;Steinebrunn, Bahnhof;AOT;Haltestelle;Bus;448
Fischenthal;2711663;1241367;Gibswil;SBB CFF FFS;Haltestelle;Zug;757
Langenthal;2625050;1229649;Langenthal, Dreilinden;asm;Haltestelle;Bus;472
Brienzwiler;2650422;1178074;Brienzwiler, Banholzfluh;PAG;Haltestelle;Bus;676
Flims;2743344;1188952;Flims Dorf, Auas sparsas;PAG;Haltestelle;Bus;911
Freienbach;2699605;1228954;Freienbach, Leutschen;PAG;Haltestelle;Bus;430
Freienbach;2701907;1228391;Pfäffikon SZ, Driesbüel;PAG;Haltestelle;Bus;435
Zeneggen;2631397;1125554;Zeneggen, Mittlere Hellela;PAG;Haltestelle;Bus;1525
Lancy;2497688;1115231;Grand-Lancy, Burgy;TPG;Haltestelle;Bus;394
Lindau;2692946;1255175;Lindau, Nürensdorferstrasse;VBG;Haltestelle;Bus;519
Zürich;2678098;1250236;Zürich, Juchhof;VBZ;Haltestelle;Bus;396
Wetzikon (ZH);2705503;1242488;Ettenhausen-Emmetschloo;ST;Haltestelle und Bedienpunkt;Zug;650
Winterthur;2698868;1261262;Winterthur, Scheidegg;SBW;Haltestelle;Bus;450
Altstätten;2759926;1249181;Altstätten SG, Bahnhof;BOS;Haltestelle;Bus;429
Centovalli;2697462;1114966;Intragna (Funivia);Cent;Haltestelle;Kabinenbahn;342
Schwyz;2691711;1206387;Ibach, Husmatt;AAGS;Haltestelle;Bus;482
Oron;2552545;1157935;Oron-la-Ville, Pralets;PAG;Haltestelle;Bus;604
Hitzkirch;2662586;1229509;Gelfingen;SBB CFF FFS;Haltestelle;Zug;469
Otelfingen;2672801;1257048;Tanklager Otelfingen;SBB CFF FFS;Anschlusspunkt;;436
Regensdorf;2677483;1256268;Adlikon b. R., Ziegelhütte;VBG;Haltestelle;Bus;443
Alberswil;2642925;1221350;Alberswil, Burgrain;PAG;Haltestelle;Bus;524
Mellingen;2662628;1253221;Gruemet (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;396
Orpund;2590393;1220913;Orpund, Bürenstrasse;asm;Haltestelle;Bus;435
Galgenen;2710524;1225874;Siebnen, Aabrücke;PAG;Haltestelle;Bus;440
Dietikon;2672339;1251729;RBL Depot;SBB CFF FFS;Anschlusspunkt;;389
Hasle bei Burgdorf;2616543;1207238;Hasle-Rüegsau, Bahnhof;BLAG;Haltestelle;Bus;571
Stäfa;2698477;1232847;Stäfa, Mies;VZO;Haltestelle;Bus;414
Schänis;2722250;1223200;Schänis, Winklen;PAG;Haltestelle;Bus;418
Münchenstein;2613741;1262527;Münchenstein, Friedhof;BLT;Haltestelle;Bus;299
Rossemaison;2592951;1244354;Rossemaison, bas du village;PAG;Haltestelle;Bus;441
St. Gallen;2745499;1253590;St. Gallen, Melonenstrasse;VBSG;Haltestelle;Bus;707
Epalinges;2541582;1156073;Epalinges, Vuilletaz;TL;Haltestelle;Bus;835
Saignelégier;2566734;1233872;Saignelégier, Bellevue;PAG;Haltestelle;Bus;988
Val-de-Ruz;2559577;1209239;Landeyeux;TRN;Haltestelle;Bus;722
Saanen;2587646;1144566;Grund b. Gstaad, Lädeli;PAG;Haltestelle;Bus;1060
Weiach;2675156;1267804;Weiach, Gemeindehaus;PAG;Haltestelle;Bus;390
Thun;2612677;1177260;Thun, Arena Thun;STI;Haltestelle;Bus;574
Lostorf;2638380;1248217;Lostorf, Mitte;BOGG;Haltestelle;Bus;441
Hofstetten-Flüh;2606438;1258156;Hofstetten SO,Witterswilerstr.;PAG;Haltestelle;Bus;475
Eschlikon;2714598;1257855;Eschlikon TG;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;567
Lausanne;2538625;1151614;Lausanne Paleyres;SBB CFF FFS;Dienststation;;445
Walzenhausen;2761823;1256673;Walzenhausen, Lachen;PAG;Haltestelle;Bus;848
Raron;2627436;1128172;Raron, Kanalstrasse;RA;Haltestelle;Bus;634
Puidoux;2548600;1149875;Puidoux, Logis du Pont;PAG;Haltestelle;Bus;614
Lugano;2715600;1093446;Pambio-Noranco, Igia;PAG;Haltestelle;Bus;311
La Chaux-de-Fonds;2553665;1216061;La Chaux-de-Fonds, Beaux-Dimanches;TRN;Haltestelle;Bus;1026
Altdorf (UR);2691103;1194639;Planzern;LFE;Haltestelle ausser Betrieb;;903
Kerzers;2581300;1202300;Kerzers, Mühlegasse;PAG;Haltestelle;Bus;443
Scuol;2818399;1187094;Scuol, Chasa Puntota;PAG;Haltestelle;Bus;1275
Aarau;2646211;1248222;Binzenhof;AVA;Haltestelle;Zug;411
Cologny;2503296;1120324;Cologny, Ruth;TPG;Haltestelle;Bus;382
Davos;2784085;1187292;Davos Dorf, Stilli Park;VBD;Haltestelle;Bus;1580
Stabio;2716222;1078372;Stabio, Dazio Vecchio;PAG;Haltestelle;Bus;349
Cazis;2751927;1177251;Cazis, Abzw. Klinik Beverin;PAG;Haltestelle;Bus;652
Othmarsingen;2658019;1249883;Othmarsingen, Högern;RBL;Haltestelle;Bus;414
Schenkon;2653525;1226350;Schenkon, Tann;PAG;Haltestelle;Bus;668
Albula/Alvra;2766988;1170725;Surava;RhB FR VR;Haltestelle und Bedienpunkt;Zug;939
Schiers;2774244;1203549;Stels, Crals;PAG;Haltestelle;Bus;1429
Val Müstair;2825302;1165889;Fuldera, Furom;PAG;Haltestelle;Bus;1603
Wohlen (AG);2662765;1245801;Wohlen AG, Nordstrasse;PAG;Haltestelle;Bus;423
Basel;2609557;1267356;Basel, Morgartenring (Wds);BVB;Wendeschleife;;276
Burgdorf;2614678;1209767;Oberburg, Geissrütti;BLAG;Haltestelle;Bus;547
Bönigen;2634864;1170645;Bönigen, Dorf;PAG;Haltestelle;Bus;569
Sarmenstorf;2661127;1240772;Sarmenstorf, Vorstadt;AVA;Haltestelle;Bus;527
Saint-Martin (VS);2600886;1113027;Trogne, centre;PAG;Haltestelle;Bus;1465
Monthey;2562430;1119547;Les Giettes, La Tardive;TPC;Haltestelle;Bus;1230
Evolène;2603576;1097701;Arolla, La Monta;PAG;Haltestelle;Bus;1909
Lauterbrunnen;2633228;1156343;Schiltgrat;LSMS;Haltestelle;Sesselbahn;2120
Niederdorf;2623637;1250466;Niederdorf, Station;AAGL;Haltestelle;Bus;481
Blonay - Saint-Légier;2557373;1145756;Blonay, Mon Désir;VMCV;Haltestelle;Bus;526
Murten;2577898;1195828;Salvenach, Wilerstrasse;TPF;Haltestelle;Bus;564
Muzzano;2714265;1094479;Piodella, Mondino;PAG;Haltestelle;Bus;276
Locarno;2705397;1113526;Locarno, Bosco Isolino;FART;Haltestelle;Bus;195
Eschlikon;2714357;1257091;Wallenwil, Frohsinn;BOS;Haltestelle;Bus;580
Cazis;2750268;1176632;Sarn, Lescha;PAG;Haltestelle;Bus;1304
Le Landeron;2571255;1211755;Le Landeron, zone industrielle;PAG;Haltestelle;Bus;437
Grancia;2715316;1092061;Grancia, Centro Commerciale 2;PAG;Haltestelle;Bus;301
Bachenbülach;2683425;1262200;Bachenbülach, alte Post;PAG;Haltestelle;Bus;428
Zürich;2684258;1246602;Zürich, Kreuzplatz;VBZ;Haltestelle;Bus / Zug;424
Glarus Süd;2724655;1206385;Schwanden GL, Bahnhof;AS;Haltestelle;Bus;521
Zihlschlacht-Sitterdorf;2736573;1263423;Sitterdorf, Landhaus;AOT;Haltestelle;Bus;502
Locarno;2704716;1113814;Locarno, Piazza Castello;FART;Haltestelle;Bus;199
Le Mouret;2579064;1175801;Essert FR, La Riedera;TPF;Haltestelle;Bus;765
Felsberg;2755497;1190185;Felsberg, Post;PAG;Haltestelle;Bus;573
St. Gallen;2746386;1255019;St. Gallen, Schützengarten;PAG;Haltestelle;Bus;660
Furna;2769439;1199503;Furna, Hinterberg;PAG;Haltestelle;Bus;1404
Chavornay;2535782;1172779;Corcelles-sur-Chav., route de Chavornay;PAG;Haltestelle;Bus;557
Orsières;2577561;1100149;La Douay;TMR;Haltestelle;Zug;819
Buckten;2630597;1251061;Buckten, Sonnengasse;BLT;Haltestelle;Bus;488
Richterswil;2696142;1229330;Richterswil, Bahnhof;SZU;Haltestelle;Bus;407
Köniz;2598286;1197786;Liebefeld, Thomasweg;SVB;Haltestelle;Bus;574
Estavayer;2554294;1185902;Bollion, Mussillens;TPF;Haltestelle;Bus;527
Trimbach;2634043;1246117;Trimbach, Baselbieter;BOGG;Haltestelle;Bus;432
Göschenen;2682505;1167382;Gwüest;PAG;Haltestelle;Bus;1576
Horgen;2687159;1234841;Horgen Oberdorf, Bahnhof;SZU;Haltestelle;Bus;484
Wallisellen;2688024;1251058;Neugut Ost bei DUE (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;440
Sion;2594161;1119506;Sion, Campus/gare;PAG;Haltestelle;Bus;487
Hauptwil-Gottshaus;2740255;1261343;St. Pelagiberg, Kurhaus;PAG;Haltestelle;Bus;600
Genève;2500317;1118129;Genève, Mont-Blanc;TPG;Haltestelle;Bus;375
Pfäffikon;2701480;1247670;Pfäffikon ZH, Steinwiesstrasse;PAG;Haltestelle;Bus;547
Bürglen (UR);2693047;1192263;Bürglen UR, Hartolfingen;PAG;Haltestelle;Bus;519
Messen;2599380;1216956;Balm b. Messen, Wendeplatz;PAG;Haltestelle;Bus;479
Tschugg;2572224;1207996;Tschugg, Matte;PAG;Haltestelle;Bus;470
Goms;2661699;1146776;Reckingen, Abzw. Bahnhof;MGB;Haltestelle;Bus;1326
Burgdorf;2614020;1211994;Burgdorf, City;BLAG;Haltestelle;Bus;534
Vilters-Wangs;2751128;1209113;Maienberg;PIZAG;Haltestelle;Kabinenbahn;1040
Massagno;2716398;1096987;Massagno, Cappella due Mani;TPL;Haltestelle;Bus;387
Zürich;2682868;1249190;Zürich, Nordstrasse;VBZ;Haltestelle;Bus;429
Hellsau;2615856;1221719;Hellsau, Dorfmitte;asm;Haltestelle;Bus;478
Glarus Süd;2725093;1206313;Schwanden GL, Au;AS;Haltestelle;Bus;538
Riva San Vitale;2717843;1087786;Riva S. Vitale, Poiana (bus);PAG;Haltestelle;Bus;278
Crissier;2534270;1156822;Crissier, Falaises;TL;Haltestelle;Bus;519
Poschiavo;2802431;1132083;Li Curt, Capitell;PAG;Haltestelle;Bus;988
Veyrier;2500698;1114632;Vessy, Pinchat-la-Tour;TPG;Haltestelle;Bus;414
Grabs;2749450;1226400;Grabserberg, Rogghalm;BOS;Haltestelle;Bus;735
Steffisburg;2614961;1181220;Steffisburg, Kirche;STI;Haltestelle;Bus;622
Perroy;2516600;1146417;Perroy, Couronnette;PAG;Haltestelle;Bus;385
Ehrendingen;2667589;1260003;Ehrendingen, Höhtal;PAG;Haltestelle;Bus;493
Raperswilen;2722330;1278036;Helsighausen, Kreuzung;PAG;Haltestelle;Bus;603
Wallisellen;2686701;1252463;Wallisellen, Bodenackerstrasse;VBG;Haltestelle;Bus;431
Obergoms;2669312;1153611;Oberwald, Bahnhof;MGB;Haltestelle;Bus;1366
Liestal;2622473;1259006;Liestal, Burg;AAGL;Haltestelle;Bus;327
Unterschächen;2702694;1191334;Unterschächen, Hältikehr;PAG;Haltestelle;Bus;1092
Schaffhausen;2689019;1283140;Schaffhausen, Kreuz;VBSH;Haltestelle;Bus;385
Safiental;2740870;1167822;Thalkirch, Bäch;PAG;Haltestelle;Bus;1622
Grône;2601914;1121206;Grône, Daillet;ASGS;Haltestelle;Bus;985
Pratteln;2619325;1263402;Pratteln, Tram (Wds);BLT;Wendeschleife;;290
Arosa;2769828;1184149;Arosa (Mittelst.) Brüggerhorn;ABB;Zugeordneter Betriebspunkt;;2016
Val Müstair;2830264;1168292;Müstair, posta;PAG;Haltestelle;Bus;1255
Luzern;2664345;1211762;Luzern, Kanonenstrasse;VBL;Haltestelle;Bus;468
Arogno;2720082;1089941;Arogno, Cà Nova;PAG;Haltestelle;Bus;545
Zollikofen;2600426;1205835;Zollikofen, Hirzenfeld;RBS;Haltestelle;Bus;560
Hauterive (FR);2572650;1178020;Ecuvillens, Aérodrome;TPF;Haltestelle;Bus;692
Luzern;2666122;1211725;Luzern, Schwanenplatz;PAG;Haltestelle;Bus;435
Trachselwald;2624503;1206822;Heimisbach, Post;BLAG;Haltestelle;Bus;696
Boudry;2555430;1200538;Areuse Littorail, gare;PAG;Haltestelle;Bus;438
Hunzenschwil;2651310;1248393;Hunzenschwil, Weiherweg;RBL;Haltestelle;Bus;409
Basel;2611610;1270025;Basel, Kleinhüningen (Vzw);BVB;Verzweigung, Abzweigung, Spaltweiche;;249
St. Margrethen;2766440;1257850;St. Margrethen SG,Industriestr;PAG;Haltestelle;Bus;402
Zumikon;2689580;1242990;Zumikon;FB;Haltestelle;Zug;655
Granges-Paccot;2577040;1185673;Granges-Paccot, Chenevière;TPF;Haltestelle;Bus;617
Gränichen;2650324;1245163;Gränichen, Oberdorfstrasse;BBA;Haltestelle;Bus;416
Neuchâtel;2557790;1203737;Corcelles-Peseux;SBB CFF FFS;Haltestelle;Zug;530
Wigoltingen;2720177;1274559;Lamperswil TG, Illharterstr.;PAG;Haltestelle;Bus;444
Volketswil;2696338;1249013;Gutenswil, Unterdorf;VBG;Haltestelle;Bus;525
Beromünster;2659492;1228265;Beromünster, Waldhus;ZVB;Haltestelle;Bus;790
Renens (VD);2534935;1155074;Renens VD, Baumettes;TL;Haltestelle;Bus;467
La Chaux-de-Fonds;2552256;1216094;La Chaux-de-Fonds, Tricentenaire;TRN;Haltestelle;Bus;1012
Köniz;2600004;1197293;Spiegel, Jurablick;SVB;Haltestelle;Bus;563
Spreitenbach;2669752;1252634;Spreitenbach, Glattler;VBZ;Haltestelle;Bus;419
Silvaplana;2783227;1145054;Murtèl (Alp Murtèl);LSC;Zugeordneter Betriebspunkt;;2690
Magden;2627766;1264152;Magden, Schwimmbad;PAG;Haltestelle;Bus;329
Niederönz;2618550;1225716;Niederönz, Eggen;BSU;Haltestelle;Bus;463
Aegerten;2588501;1219010;Aegerten, Salismatte;asm;Haltestelle;Bus;433
Sainte-Croix;2529923;1185859;Ste-Croix, Rocher;TRAVYS;Haltestelle;Bus;1024
Belp;2604874;1193401;Belp, Käsereistrasse;SVB;Haltestelle;Bus;518
Nottwil;2652387;1220739;Nottwil, Rüteli;ARAG;Haltestelle;Bus;555
Pully;2540590;1151575;Pully, Ruisselet;TL;Haltestelle;Bus;450
Crans-Montana;2602290;1126935;Les Briesses;SMC;Haltestelle;Bus;1359
Amden;2728465;1222510;Amden, Lehni;AWA;Haltestelle;Bus;672
Grub (AR);2756086;1257274;Grub AR, Dorf;PAG;Haltestelle;Bus;813
Bärschwil;2602890;1249997;Bärschwil;SBB CFF FFS;Bedienpunkt;;365
Kriens;2664378;1210096;Kriens,Obere Dattenbergstrasse;VBL;Haltestelle;Bus;523
Einsiedeln;2702629;1221100;Willerzell, Bodenmattli;PAG;Haltestelle;Bus;892
Saint-Martin (VS);2602285;1111266;Eison, Proveric;PAG;Haltestelle;Bus;1653
Interlaken;2631607;1169676;Interlaken, Heimwehfluhbahn;PAG;Haltestelle;Bus;566
Nenzlingen;2609077;1255081;Nenzlingen, Unterdorf;PAG;Haltestelle;Bus;426
Illnau-Effretikon;2694767;1253680;Effretikon, Wattspitz;VBG;Haltestelle;Bus;510
Val-de-Ruz;2563254;1210841;Savagnier, Grand-Savagnier;TRN;Haltestelle;Bus;769
Villars-le-Comte;2551490;1173637;Villars-le-Comte, Le Chalet;PAG;Haltestelle;Bus;727
Attalens;2554752;1151420;Attalens, Corcelles;VMCV;Haltestelle;Bus;778
Genève;2500437;1117844;Genève-Molard (lac);SMGN;Haltestelle;Schiff;373
Andermatt;2694292;1168417;Oberalppass, Bahnhof;MGB;Haltestelle;Bus;1648
Wildhaus-Alt St. Johann;2746399;1229347;Wildhaus, Bären;PAG;Haltestelle;Bus;977
Glarus;2714124;1209184;Klöntal, Plätz;PAG;Haltestelle;Bus;854
Spreitenbach;2670254;1253689;Spreitenbach, Fegistrasse;RVBW;Haltestelle;Bus;393
Val-de-Travers;2534925;1194891;Fleurier, Hôtel de ville;TRN;Haltestelle;Bus;745
Lens;2603089;1131702;Cry-d'Er (Marolires);CMA;Haltestelle;Sesselbahn;2270
Villars-le-Comte;2551084;1173438;Villars-le-Comte, poste;PAG;Haltestelle;Bus;767
Brienz (BE);2645783;1174313;Axalp (Talstation Windegg);SAW;Haltestelle;Sesselbahn;1540
St. Gallen;2749025;1255886;St. Gallen, Favrestrasse;PAG;Haltestelle;Bus;663
Chamblon;2536431;1181173;Chamblon, village-hôpital;TRAVYS;Haltestelle;Bus;520
Ferden;2624373;1135237;Goppenstein, Bahnhof;PAG;Haltestelle;Bus;1218
Hildisrieden;2659743;1222619;Hildisrieden, Waldmatt;AAGR;Haltestelle;Bus;687
Churwalden;2761866;1180960;Parpan, Post;PAG;Haltestelle;Bus;1493
Bex;2566481;1123607;Bex, Planche-de-Fy;TPC;Haltestelle;Bus;438
Zürich;2682963;1251145;Zürich, Bad Allenmoos;VBZ;Haltestelle;Tram;456
Oron;2554042;1158380;Oron-le-Châtel, poste;PAG;Haltestelle;Bus;708
Veyrier;2502971;1114915;Veyrier, Pont de Sierne;TPG;Haltestelle;Bus;403
Brig-Glis;2642203;1128845;Glis, Holzackerweg;PAG;Haltestelle;Bus;718
Brig-Glis;2642108;1128471;Glis, Wickert;PAG;Haltestelle;Bus;776
Stäfa;2697799;1233052;Stäfa, Obstgarten;VZO;Haltestelle;Bus;414
Herrliberg;2688884;1238166;Herrliberg, Schulhaus;VZO;Haltestelle;Bus;468
Lonay;2529262;1153429;Lonay, parc;MBC;Haltestelle;Bus;440
Auw;2669872;1229147;Auw, Oberdorf;ZVB;Haltestelle;Bus;503
Hasliberg;2658067;1176777;Hasliberg Goldern, Post;PAG;Haltestelle;Bus;1087
Thurnen;2604477;1185938;Kirchenthurnen, Mösli;PAG;Haltestelle;Bus;659
Bregaglia;2771271;1140074;Casaccia, Villaggio;PAG;Haltestelle;Bus;1455
Schluein;2736993;1183550;Schluein, Falerin;PAG;Haltestelle;Bus;756
Villars-sur-Glâne;2575056;1182632;Villars-sur-Glâne, Méridienne;TPF;Haltestelle;Bus;667
Thun;2614437;1178818;Thun, Marktgasse;STI;Haltestelle;Bus;562
Saanen;2588371;1146921;Gstaad, Marktplatz;PAG;Haltestelle;Bus;1057
Riggisberg;2601377;1181343;Rüti b. R'berg, Neuhaus;PAG;Haltestelle;Bus;834
Pratteln;2619075;1263203;Pratteln, Altersheim;AAGL;Haltestelle;Bus;296
Hitzkirch;2659474;1233064;Mosen (See);SGH;Haltestelle;Schiff;458
Twann-Tüscherz;2577080;1213046;St. Petersinsel Nord;BSG;Haltestelle;Schiff;431
Saillon;2580960;1113921;Saillon, le Canal;PAG;Haltestelle;Bus;472
Vaz/Obervaz;2758815;1172101;Vaz/Obervaz, Solis;PAG;Haltestelle;Bus;1115
Scuol;2817894;1186431;Scuol, Brentsch/Tulai;PAG;Haltestelle;Bus;1230
St. Gallen;2748296;1256961;St. Gallen, Guggeien;VBSG;Haltestelle;Bus;677
Subingen;2613152;1226928;Subingen, Bahnhof;BSU;Haltestelle;Bus;443
Aristau;2669879;1236888;Aristau, Birri;PAG;Haltestelle;Bus;417
Muttenz;2615713;1263986;Muttenz, Dorf;BLT;Haltestelle;Bus / Tram;286
Opfikon;2684410;1253242;Opfikon Süd;SBB CFF FFS;Bedienpunkt;;436
La Brévine;2535031;1202609;Les Taillères, Bout du Lac;PAG;Haltestelle;Bus;1040
Stein (AG);2638414;1265778;Stein-Säckingen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;311
Denges;2531166;1151901;Denges, Sur les Moulins;MBC;Haltestelle;Bus;385
Lausanne;2539216;1152303;Lausanne, Secrétan;TL;Haltestelle;Bus;549
Baden;2664702;1257861;Baden, Sonnmatt;RVBW;Haltestelle;Bus;410
Saicourt;2582016;1232549;Saicourt, Scierie;PAG;Haltestelle;Bus;761
