gemeinde.NAME,geometry,BEVDICHTE_SQKM_2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_2019,ALTERSVERTEILUNG_ANTEIL_20_64_2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_2019,PRIVATHAUSHALTE_2019,GESAMTFLAECHE_SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004,WALD_GEHOELZE_ANTEIL_2004,UNPRODUKTIVE_FLAECHE_ANTEIL_2004,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,AVG_INCOME_PRO_STEUERPFLPERSON,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,ANZAHL_FILIALEN_MIGROS,GMDNAME,linregModel,knnModel,rfModel,xgbrModel,ensemble
Ottenbach,"MULTIPOLYGON (((8.41466247550754 47.29360025962047, 8.403589695446644 47.29176103955743, 8.404075065158448 47.29077574309508, 8.39722999137234 47.28790345462001, 8.392707434338044 47.29091507794835, 8.3886475661879 47.290027315883286, 8.3916142184451 47.28649219160627, 8.395007270262205 47.27808830945674, 8.401997501345303 47.27270998412087, 8.401444089150534 47.26815970591296, 8.416104976146363 47.271037965881746, 8.421884051032713 47.27574748392196, 8.42288654361504 47.274159066594784, 8.427767457726274 47.27308618822468, 8.428547678197587 47.276030134624285, 8.426138974300684 47.27914526384362, 8.423789240555685 47.28497344170572, 8.419439057811564 47.290096983309915, 8.419570606611959 47.29287571838351, 8.416526839540735 47.291661514662245, 8.41466247550754 47.29360025962047)))",515.5378486,13.13755796,20.17001546,58.46213292,21.36785162,1128.0,5.02,54.69061876,20.35928144,4.191616767,38.0,237.0,408.0,7.785130401,1.1,13.65041617,32.3097503,81526.451077944,1665.0000003126952,7.0,0,Ottenbach,0,0,0,0,0
Rifferswil,"MULTIPOLYGON (((8.48387528917782 47.23760755358868, 8.48780360852757 47.236361501900944, 8.490489018521854 47.237263197451334, 8.49409073395338 47.23506369726772, 8.498427308200908 47.23599126929086, 8.50313584802197 47.231825157178356, 8.51294757406528 47.22916983297479, 8.511568579743889 47.233769873630294, 8.514566985159805 47.233184667246604, 8.51591422632248 47.234763132084254, 8.523258278316986 47.23560312219963, 8.523603026897334 47.23745030425429, 8.522287538893377 47.23774688844194, 8.514403683200694 47.237625468069815, 8.513841198674863 47.25014968088005, 8.516735272283569 47.25116284431305, 8.502156036267298 47.26131836461786, 8.500677246304228 47.261274573663975, 8.499375366796864 47.259721985299066, 8.500096617116274 47.25800219511025, 8.49184533201559 47.253051826823686, 8.49317442851614 47.2510852148948, 8.491827187353467 47.25060550490001, 8.487340919643419 47.250975737510096, 8.484669118145726 47.25409683822314, 8.477002998398525 47.25440138440241, 8.472439615874453 47.252607945791155, 8.47794652082895 47.24988096366305, 8.474911826088787 47.248362213762505, 8.478436426706287 47.246554841665926, 8.474834711274761 47.245312770974, 8.478241371588458 47.24440112293409, 8.481616278743438 47.24016733389287, 8.48529510898899 47.23931739128798, 8.48387528917782 47.23760755358868)))",173.4254992,10.71744907,27.10363153,56.24446413,16.65190434,456.0,6.51,64.89361702,22.6443769,2.127659575,42.0,72.0,136.0,0.906618314,0.62,14.79278464,26.81838753,88397.619047619,608.999999923875,4.0,0,Rifferswil,0,0,0,0,0
Stallikon,"MULTIPOLYGON (((8.503181209677278 47.32021918808699, 8.500613739986795 47.32278294938699, 8.501997270473716 47.336662691269666, 8.497030169217394 47.34247295465064, 8.498150602103523 47.344644587863606, 8.48699163489754 47.35268022790094, 8.479851710351923 47.354718497754355, 8.474839247440293 47.35370533432136, 8.47323798100789 47.35161929251826, 8.469286980830486 47.350610110081064, 8.470366588226838 47.3492406475233, 8.469228010678584 47.34819563612385, 8.483376310969422 47.33671444421516, 8.481829478523391 47.33588440658931, 8.48382085519145 47.331959144723164, 8.483027026223544 47.33026125001128, 8.486002750811807 47.329904950886515, 8.483580438418313 47.32794431045135, 8.483766421205079 47.32377819833885, 8.486057184798177 47.322002674208726, 8.483489715107694 47.31987085095384, 8.483426208790263 47.316226249292114, 8.48622955908835 47.31347538118917, 8.491936055326207 47.312271129957416, 8.485394904630668 47.310573235245535, 8.483680234059992 47.311439101833656, 8.482142473945022 47.309816846042125, 8.480332543898196 47.3013074675037, 8.483834463688043 47.298136604343064, 8.482768464788284 47.29713737439539, 8.476753509294326 47.29307476817389, 8.477302385323565 47.288898703571874, 8.48397054865397 47.28913159182661, 8.485435730120447 47.293030977220006, 8.493147211522954 47.29129526304796, 8.493065560543398 47.292447761334216, 8.503276469153427 47.28560442954121, 8.506796533605396 47.285817412816904, 8.509345858633754 47.28722469483484, 8.508293468230587 47.294093903100595, 8.509885662331929 47.294014283184445, 8.506655912473938 47.299368722545466, 8.508960284563628 47.30241020334236, 8.507109529027026 47.30534817824826, 8.510112470608473 47.308664347755865, 8.50615693426554 47.31219947203288, 8.503181209677278 47.32021918808699)))",312.3960067,22.29027963,21.35818908,62.3701731,16.27163782,1554.0,12.02,38.01996672,49.83361065,1.081530782,38.0,155.0,582.0,0.538068335,1.14,14.30035354,35.61766665,97786.534779834,2202.9999995770245,13.0,0,Stallikon,0,0,0,0,0
Wettswil am Albis,"MULTIPOLYGON (((8.483766421205079 47.32377819833885, 8.483580438418313 47.32794431045135, 8.486002750811807 47.329904950886515, 8.483027026223544 47.33026125001128, 8.48382085519145 47.331959144723164, 8.481829478523391 47.33588440658931, 8.483376310969422 47.33671444421516, 8.469228010678584 47.34819563612385, 8.457919350010084 47.349979122245585, 8.455220331519204 47.34474013176298, 8.45933916982125 47.34227987635398, 8.461625397248817 47.334962806059885, 8.456381589895113 47.33610336135872, 8.455233940015798 47.33481749971291, 8.460096709464908 47.33028513598613, 8.465608150584938 47.3324089972494, 8.465544644267505 47.32795625343877, 8.47717990885423 47.32746858145236, 8.477923840001296 47.324640083931165, 8.481688857391934 47.32510984143644, 8.482210516427985 47.323463699670064, 8.483766421205079 47.32377819833885)))",1389.920424,17.11832061,23.47328244,56.31679389,20.20992366,2163.0,3.77,34.13333333,20.53333333,4.266666667,15.0,452.0,835.0,1.76056338,1.73,12.29056579,28.37994587,117836.80870354,3060.9999999860324,15.0,0,Wettswil am Albis,1,0,1,1,1
Adlikon,"MULTIPOLYGON (((8.726251685824199 47.59613205501187, 8.720667666055677 47.59424705349704, 8.717687405301884 47.59496164224448, 8.718082051703071 47.5967391568725, 8.725013312634267 47.59960547385387, 8.718404119455764 47.605027590143614, 8.714462191609423 47.600911240478716, 8.70402901088838 47.595698126468854, 8.69978315995147 47.59634304778967, 8.69855839525813 47.59493576577173, 8.700150589359472 47.59416743358089, 8.699633466488951 47.59284773347072, 8.71414919618779 47.587622676473444, 8.708279397990822 47.58245335341747, 8.7038702450948 47.58170293570777, 8.700381933801548 47.58384670195008, 8.698240863670968 47.58834522721249, 8.69599999789871 47.5875470375531, 8.690193706019175 47.590067007899215, 8.685421659880681 47.58864579239596, 8.684877320016975 47.58596459171964, 8.681897059263182 47.585785446908304, 8.681910667759773 47.58225231312919, 8.675714265644581 47.58325154307686, 8.679275155586328 47.57866543590668, 8.682631918079185 47.57934419569185, 8.683257908922448 47.577230286918095, 8.685657540488286 47.57745322268331, 8.687476542866172 47.57344435990521, 8.693042417972572 47.573006450366385, 8.697551366510273 47.57567371755738, 8.700640495236808 47.575552297185254, 8.699393049715814 47.57438188441786, 8.700050793717793 47.57292683045024, 8.702786101532919 47.57193755299209, 8.705380788216585 47.57206494485793, 8.70602038755644 47.57495315731623, 8.708946214323863 47.574499323794186, 8.708274861825291 47.581046071399534, 8.70934086072505 47.58125507367943, 8.714630029734066 47.57684811132058, 8.717279150404103 47.577962790146664, 8.723416582367394 47.57382255450692, 8.730325162470937 47.57214655527198, 8.734375958290018 47.5755224397167, 8.717791737109094 47.587495284607606, 8.722722549041169 47.58937431462872, 8.723162557097664 47.591844522527246, 8.725580333325627 47.591263297139356, 8.726251685824199 47.59613205501187)))",106.0790274,10.6017192,21.2034384,60.0286533,18.76790831,274.0,6.58,63.89728097,22.65861027,2.567975831,49.0,24.0,76.0,21.05263158,2.634,6.097166864,56.45804158,68920.955882353,471.9999999141819,2.0,0,Adlikon,0,0,0,0,0
Benken (ZH),"MULTIPOLYGON (((8.656707732070164 47.64030120349553, 8.65827270917832 47.640928210335204, 8.656834744705028 47.6426360575366, 8.660100783887266 47.64448523008916, 8.66159771851246 47.64230364438668, 8.66481839603939 47.64355566756812, 8.662790730047083 47.64579696820772, 8.668560732602373 47.64807011681377, 8.666347083823299 47.65057217267876, 8.670765309050383 47.65144799175639, 8.67049313911853 47.65360768198194, 8.671994609909254 47.653922180650724, 8.669245693597537 47.65419885985934, 8.668306707332643 47.65614954780499, 8.671404908390238 47.66471466028472, 8.67023457768327 47.66659369030584, 8.656499068455743 47.66681662607105, 8.65372747131637 47.66620355271671, 8.653564169357258 47.663992109545674, 8.650842470038725 47.66273013387471, 8.646229189693813 47.66272018138519, 8.642573040275918 47.66055651016384, 8.63792800677229 47.66191203923628, 8.63379102380812 47.65985187390592, 8.639533809370224 47.658623736699326, 8.63824100219392 47.65699152841827, 8.640096293896054 47.656203291248396, 8.636254161691392 47.64672254973295, 8.637982440758659 47.643541734082795, 8.644705038075436 47.64055598722721, 8.645562373360773 47.644431486645765, 8.647884890112588 47.642022984182255, 8.653228493107973 47.643495952631014, 8.656707732070164 47.64030120349553)))",149.2932862,12.78106509,20.35502959,63.43195266,16.21301775,362.0,5.66,57.49559083,34.03880071,0.352733686,83.0,42.0,124.0,0.0,0.94,10.49062625,46.64938173,78465.091863517,535.9999998761244,1.0,0,Benken (ZH),0,0,0,0,0
Berg am Irchel,"MULTIPOLYGON (((8.572022057774026 47.57437392242625, 8.567526717732916 47.56255633637183, 8.578300110868774 47.55921030939567, 8.577538035059584 47.55510789321609, 8.5872182123025 47.55533281947921, 8.594584945124659 47.55092585712036, 8.597170559477266 47.54745044778046, 8.608728709249966 47.54690505135484, 8.609449959569378 47.54988084572091, 8.613360134257004 47.554037005343886, 8.611268961947264 47.55477149907036, 8.611545668044648 47.5589634876556, 8.612729607248209 47.558742542388295, 8.610447915986173 47.56085247016624, 8.61442159699123 47.56291860699031, 8.617256700448035 47.56672045798642, 8.612960951690285 47.568103854029516, 8.609177789637524 47.56829494182827, 8.602183022388896 47.57218437473215, 8.572022057774026 47.57437392242625)))",82.31098431,8.838821491,14.21143847,61.69844021,24.09012132,257.0,7.01,48.07965861,45.3769559,1.564722617,46.0,22.0,69.0,1.773049645,1.23,6.168831169,52.70935961,76676.632302406,425.00000008500007,2.0,0,Berg am Irchel,0,0,0,0,0
Buch am Irchel,"MULTIPOLYGON (((8.635020324666991 47.52703988227566, 8.633396377406932 47.52843920230198, 8.636975412010802 47.531518502559045, 8.642110351391768 47.53279043071952, 8.641243943775368 47.53462168879095, 8.64314006096728 47.53556717529522, 8.64253675095167 47.536669911133885, 8.6486651105839 47.53809510763295, 8.653078799645453 47.542139799373324, 8.64611124939001 47.545223080626194, 8.646038670741516 47.54707822467246, 8.650388853485637 47.54586601144909, 8.648878310363852 47.5480615306369, 8.649966990091265 47.54973752987184, 8.649046148488495 47.55208830789614, 8.646551257446507 47.554518705836585, 8.650624734093244 47.55518353213643, 8.648710472239209 47.55830662334738, 8.641534258369344 47.561063462944034, 8.63793707910335 47.55987513569551, 8.636163438380773 47.562693680727186, 8.631119222310428 47.56521365107331, 8.617256700448035 47.56672045798642, 8.61442159699123 47.56291860699031, 8.610447915986173 47.56085247016624, 8.612729607248209 47.558742542388295, 8.611545668044648 47.5589634876556, 8.611268961947264 47.55477149907036, 8.613360134257004 47.554037005343886, 8.609449959569378 47.54988084572091, 8.608728709249966 47.54690505135484, 8.597170559477266 47.54745044778046, 8.59826377537021 47.54598544132332, 8.59724313812576 47.54460204528023, 8.600350411514418 47.54100322507029, 8.599638233526068 47.539705420437066, 8.60833406284878 47.53861263708792, 8.612362177840208 47.53532831554677, 8.621284815439463 47.53735066141696, 8.630638388764153 47.53187679218171, 8.629304756098072 47.53062277850237, 8.631400464573343 47.52982856983878, 8.62965404084395 47.528106789152055, 8.635020324666991 47.52703988227566)))",95.8863859,7.252298264,24.61695608,60.06128703,15.32175689,387.0,10.21,55.11811024,37.99212598,0.0,72.0,38.0,90.0,3.089598352,3.188,4.871960058,48.63101949,81625.757575758,644.9999999761629,7.0,0,Buch am Irchel,0,0,0,0,0
Dachsen,"MULTIPOLYGON (((8.62827504652256 47.64834082452868, 8.636254161691392 47.64672254973295, 8.640096293896054 47.656203291248396, 8.63824100219392 47.65699152841827, 8.639533809370224 47.658623736699326, 8.63379102380812 47.65985187390592, 8.62750389838231 47.66185431479707, 8.622414320656654 47.67236812472455, 8.616889271040034 47.67058662910071, 8.61523357062126 47.672911530652264, 8.611772476321192 47.67322204832524, 8.611568348872302 47.6702064440011, 8.6087922155674 47.66898228779031, 8.608746853912091 47.6670554858195, 8.610134920564542 47.66422698829831, 8.614539537295034 47.66155773060942, 8.6280164850873 47.653452423145445, 8.62827504652256 47.64834082452868)))",709.6296296,13.30897704,21.08559499,58.03757829,20.87682672,789.0,2.7,48.30188679,12.45283019,7.169811321,18.0,159.0,278.0,1.549586777,0.63,15.09567682,30.31892275,80058.656036446,1113.9999999339284,4.0,0,Dachsen,1,0,0,0,0
Dorf,"MULTIPOLYGON (((8.648710472239209 47.55830662334738, 8.655886686109072 47.55759800609365, 8.655968337088629 47.55962632345755, 8.659901192603908 47.55968404789675, 8.660418315474429 47.562170179778505, 8.66748112520602 47.562020892435726, 8.667521950695798 47.56281311060141, 8.661792773630289 47.568915977174235, 8.664351170989708 47.5692742667969, 8.665698412152382 47.571268745696436, 8.662972176668319 47.57322938613161, 8.664890974687884 47.57519599806049, 8.662514023949699 47.57858183499472, 8.657982394584343 47.580552427919415, 8.657628573672934 47.58538933782546, 8.658866946862865 47.58635472930877, 8.658345287826814 47.58761670497973, 8.64917769728889 47.58625719491149, 8.649953381594672 47.58403380875303, 8.646768993391989 47.58469664455497, 8.643462128719971 47.58329732452865, 8.644047294073456 47.58064200032508, 8.638200176704142 47.58007868941832, 8.636480969967936 47.571738503201715, 8.634362580665012 47.57143594752035, 8.636154366049713 47.569019483065226, 8.633904427946392 47.56876469933355, 8.635909413111044 47.567845089302025, 8.631141903138081 47.56689363130405, 8.631119222310428 47.56521365107331, 8.636163438380773 47.562693680727186, 8.63793707910335 47.55987513569551, 8.641534258369344 47.561063462944034, 8.648710472239209 47.55830662334738)))",118.3453237,9.878419453,21.58054711,61.70212766,16.71732523,258.0,5.56,46.3898917,40.97472924,0.180505415,27.0,19.0,83.0,0.0,2.982,9.847918225,48.86561955,82346.691176471,467.9999999144228,1.0,0,Dorf,0,0,0,0,0
Feuerthalen,"MULTIPOLYGON (((8.663412184724816 47.68578408059565, 8.659329635747017 47.68641108743533, 8.644537199950793 47.694094409343705, 8.632289553017396 47.69233082820101, 8.635746111151931 47.68829807944806, 8.640363927662376 47.688188602063356, 8.637814602634016 47.6862359236198, 8.639098337479258 47.685405885993944, 8.660200579528947 47.67793952835707, 8.664242303016968 47.678815347434714, 8.668143405373531 47.67763100118199, 8.669431676384303 47.68485053707881, 8.663412184724816 47.68578408059565)))",1457.258065,22.49584947,20.22689541,62.09186497,17.68123962,1626.0,2.48,11.2,44.0,2.0,5.0,277.0,883.0,4.669046965,2.57,18.65106232,31.52464777,71714.198286414,1974.999999459961,10.0,2,Feuerthalen,1,1,1,1,1
Flaach,"MULTIPOLYGON (((8.612960951690285 47.568103854029516, 8.615310685435285 47.56883436676018, 8.615814199809213 47.57246702543448, 8.61993757427679 47.57204105888308, 8.618798996728536 47.574047480770034, 8.62096274768677 47.57821558338044, 8.619552000206664 47.57844847163517, 8.623013094506732 47.58021603377368, 8.622963196685891 47.5825767642875, 8.626002427591587 47.58248122038812, 8.62673728640759 47.58450953775202, 8.628125353060042 47.584413993852635, 8.628392986826364 47.58664733250062, 8.630461478308447 47.58575757993765, 8.641643126342085 47.58742959817678, 8.642677372083128 47.588249683313116, 8.640595272104452 47.5886676878729, 8.640010106750967 47.59139666049891, 8.636431072147097 47.59412762362282, 8.629667649340544 47.59327370002212, 8.624655186428912 47.594667048554726, 8.623035775334387 47.59751346055705, 8.61916642613654 47.598582357931356, 8.607322497935392 47.59590314775294, 8.59873100041989 47.598333545693386, 8.594362673013647 47.59469690602328, 8.592938317036948 47.59559860157367, 8.58738151426161 47.59434060689851, 8.581334805608938 47.59209134426731, 8.577447311748967 47.58768836290427, 8.579905913466707 47.57678242488976, 8.572022057774026 47.57437392242625, 8.602183022388896 47.57218437473215, 8.609177789637524 47.56829494182827, 8.612960951690285 47.568103854029516)))",139.626352,15.42253521,21.1971831,61.61971831,17.18309859,592.0,10.17,50.88235294,33.7254902,7.058823529,153.0,146.0,510.0,5.035971223,2.7920000000000003,8.928676255,48.30055768,74928.298611111,936.0000001701818,5.0,0,Flaach,0,0,0,0,0
Flurlingen,"MULTIPOLYGON (((8.625117875313062 47.69166998289697, 8.624051876413304 47.68967749449534, 8.627363277250852 47.680141019038594, 8.623970225433748 47.67633916804248, 8.626378929330649 47.67500354394908, 8.637025309831643 47.677945499850786, 8.638631112429577 47.67603661236111, 8.653083335810985 47.67550913041663, 8.653133233631824 47.676747220112745, 8.660200579528947 47.67793952835707, 8.639098337479258 47.685405885993944, 8.637814602634016 47.6862359236198, 8.640363927662376 47.688188602063356, 8.635746111151931 47.68829807944806, 8.632289553017396 47.69233082820101, 8.625117875313062 47.69166998289697)))",612.8630705,14.21800948,20.51455653,61.74678402,17.73865944,633.0,2.41,17.01244813,56.43153527,3.734439834,43.2,128.0,308.0,7.638888889,0.9,16.66017689,25.12655059,87040.142857143,800.9999999822636,1.0,0,Flurlingen,0,0,0,0,0
Andelfingen,"MULTIPOLYGON (((8.64917769728889 47.58625719491149, 8.658345287826814 47.58761670497973, 8.658866946862865 47.58635472930877, 8.665403561392875 47.587085242039436, 8.671677078322091 47.5830027308389, 8.674194650191735 47.58429257348051, 8.675714265644581 47.58325154307686, 8.681910667759773 47.58225231312919, 8.681897059263182 47.585785446908304, 8.684877320016975 47.58596459171964, 8.685421659880681 47.58864579239596, 8.690193706019175 47.590067007899215, 8.69599999789871 47.5875470375531, 8.698240863670968 47.58834522721249, 8.700381933801548 47.58384670195008, 8.7038702450948 47.58170293570777, 8.708279397990822 47.58245335341747, 8.71414919618779 47.587622676473444, 8.699633466488951 47.59284773347072, 8.700150589359472 47.59416743358089, 8.69855839525813 47.59493576577173, 8.69978315995147 47.59634304778967, 8.697669306814078 47.597328344252006, 8.681779118959378 47.596954130646104, 8.67682562619965 47.59943827202996, 8.670928611009495 47.60583175129672, 8.664695919570056 47.60749381704633, 8.660654196082035 47.60587753274851, 8.657932496763504 47.601132185746025, 8.65208991555972 47.59597281517957, 8.650434215140946 47.588739345797435, 8.640010106750967 47.59139666049891, 8.640595272104452 47.5886676878729, 8.642677372083128 47.588249683313116, 8.641643126342085 47.58742959817678, 8.642101279060705 47.58604023063998, 8.64917769728889 47.58625719491149)))",333.3827893,13.35113485,23.40898976,57.23186471,19.35914553,919.0,6.74,45.97014925,32.98507463,5.223880597,56.0,672.0,823.0,0.0,2.12,10.60033727,31.21753794,83329.591836735,1230.000000123,2.0,1,Andelfingen,0,0,0,0,0
Henggart,"MULTIPOLYGON (((8.687571802342323 47.55243067353558, 8.689998650901346 47.55341995099373, 8.688882754180748 47.555420401386975, 8.691540947181847 47.55830264235157, 8.694017693561712 47.558252879903975, 8.691944665914097 47.56268770923348, 8.696430933624145 47.56370883465809, 8.698009519228894 47.56258221284458, 8.698739841879366 47.56458664423363, 8.700826478023576 47.56492303837936, 8.698934896997194 47.56717628200638, 8.69543751337288 47.570183924338906, 8.68321708343267 47.56919464688075, 8.682749858382987 47.57086467462198, 8.677878016602815 47.57001672251499, 8.6746301220827 47.57112542984737, 8.673518761527632 47.56912696995203, 8.675596325340779 47.56848802012493, 8.673500616865509 47.567297702378504, 8.674843321862651 47.566919507776795, 8.6701801436969 47.566153166083865, 8.669594978343415 47.56274543367268, 8.667521950695798 47.56281311060141, 8.66748112520602 47.562020892435726, 8.669227548935412 47.56003636602571, 8.67325112776131 47.56038271266096, 8.675945610086657 47.557556205637674, 8.677406255387602 47.55812747853604, 8.678186475858915 47.556353944903826, 8.676639643412884 47.55520542761337, 8.679633512663269 47.55323483468869, 8.679724235973886 47.55051183355639, 8.681661178655576 47.549697719913766, 8.683956478414204 47.5532965401237, 8.687571802342323 47.55243067353558)))",737.2937294,9.042076992,22.51566697,56.80393912,20.68039391,903.0,3.03,56.25,19.73684211,0.986842105,33.0,326.0,272.0,0.0,2.01,9.158029741,37.2976533,78911.414141414,1250.9999999516506,2.0,0,Henggart,0,0,0,0,0
Humlikon,"MULTIPOLYGON (((8.658866946862865 47.58635472930877, 8.657628573672934 47.58538933782546, 8.657982394584343 47.580552427919415, 8.662514023949699 47.57858183499472, 8.664890974687884 47.57519599806049, 8.662972176668319 47.57322938613161, 8.665698412152382 47.571268745696436, 8.664351170989708 47.5692742667969, 8.661792773630289 47.568915977174235, 8.667521950695798 47.56281311060141, 8.669594978343415 47.56274543367268, 8.6701801436969 47.566153166083865, 8.674843321862651 47.566919507776795, 8.673500616865509 47.567297702378504, 8.675596325340779 47.56848802012493, 8.673518761527632 47.56912696995203, 8.6746301220827 47.57112542984737, 8.677878016602815 47.57001672251499, 8.682749858382987 47.57086467462198, 8.68321708343267 47.56919464688075, 8.69543751337288 47.570183924338906, 8.698934896997194 47.56717628200638, 8.701847115268023 47.56880052829582, 8.700545235760659 47.569626584925864, 8.702786101532919 47.57193755299209, 8.700050793717793 47.57292683045024, 8.699393049715814 47.57438188441786, 8.700640495236808 47.575552297185254, 8.697551366510273 47.57567371755738, 8.693042417972572 47.573006450366385, 8.687476542866172 47.57344435990521, 8.685657540488286 47.57745322268331, 8.683257908922448 47.577230286918095, 8.682631918079185 47.57934419569185, 8.679275155586328 47.57866543590668, 8.675714265644581 47.58325154307686, 8.674194650191735 47.58429257348051, 8.671677078322091 47.5830027308389, 8.665403561392875 47.587085242039436, 8.658866946862865 47.58635472930877)))",131.7934783,8.24742268,23.91752577,55.25773196,20.82474227,187.0,3.68,62.5,27.7173913,0.27173913,22.0,15.0,112.0,0.0,1.44,6.608402331,48.3900644,81373.631840796,294.00000007644,1.0,0,Humlikon,0,0,0,0,0
Kleinandelfingen,"MULTIPOLYGON (((8.640010106750967 47.59139666049891, 8.650434215140946 47.588739345797435, 8.65208991555972 47.59597281517957, 8.657932496763504 47.601132185746025, 8.660654196082035 47.60587753274851, 8.664695919570056 47.60749381704633, 8.670928611009495 47.60583175129672, 8.67682562619965 47.59943827202996, 8.681779118959378 47.596954130646104, 8.697669306814078 47.597328344252006, 8.699905636420805 47.598090704949136, 8.699093662790776 47.59981248563586, 8.701706494136566 47.59971097024277, 8.702482178442349 47.601245644126536, 8.702092068206692 47.602410085400216, 8.69850396127176 47.602396151914895, 8.698254472167562 47.60412788509113, 8.704355614806605 47.609398723540195, 8.703729623963342 47.61144893638104, 8.696893622508295 47.61453221763391, 8.693060562634695 47.61309507814742, 8.688860073353094 47.615804145794385, 8.690747118213942 47.622862451360994, 8.68654662893234 47.62339391430129, 8.686904986009282 47.62593777062225, 8.689036983808798 47.6256411864346, 8.688501716276154 47.62699273451123, 8.681615817000267 47.62990085194857, 8.66701843632187 47.62932758855229, 8.66670544090024 47.62322870297528, 8.66824320101521 47.62237876037039, 8.666210998857373 47.621218300092515, 8.66748112520602 47.620999345323106, 8.667562776185576 47.61654461101457, 8.66451447294882 47.61155045177412, 8.642387057489152 47.60527441188368, 8.63946576688726 47.599454196013184, 8.61916642613654 47.598582357931356, 8.623035775334387 47.59751346055705, 8.624655186428912 47.594667048554726, 8.629667649340544 47.59327370002212, 8.636431072147097 47.59412762362282, 8.640010106750967 47.59139666049891)))",201.5549077,12.19864995,21.55255545,60.17357763,18.27386692,882.0,10.29,50.24295432,32.75024295,3.790087464,57.0,479.0,547.0,0.963391137,1.99,10.36853238,40.11552229,73847.916666667,1406.9999997980542,3.0,0,Kleinandelfingen,0,0,0,0,0
Laufen-Uhwiesen,"MULTIPOLYGON (((8.623970225433748 47.67633916804248, 8.618730954245574 47.67513491681073, 8.613600551030139 47.67853667772819, 8.606197528883731 47.668663808125714, 8.608805824063992 47.66341685565149, 8.61283393905542 47.6608033319039, 8.614539537295034 47.66155773060942, 8.610134920564542 47.66422698829831, 8.608746853912091 47.6670554858195, 8.6087922155674 47.66898228779031, 8.611568348872302 47.6702064440011, 8.611772476321192 47.67322204832524, 8.61523357062126 47.672911530652264, 8.616889271040034 47.67058662910071, 8.622414320656654 47.67236812472455, 8.62750389838231 47.66185431479707, 8.63379102380812 47.65985187390592, 8.63792800677229 47.66191203923628, 8.642573040275918 47.66055651016384, 8.646229189693813 47.66272018138519, 8.650842470038725 47.66273013387471, 8.653564169357258 47.663992109545674, 8.65372747131637 47.66620355271671, 8.656499068455743 47.66681662607105, 8.67023457768327 47.66659369030584, 8.677469761705035 47.665841282098235, 8.679052883475315 47.6678019225334, 8.67688006018602 47.67177296585133, 8.669431676384303 47.674669140301255, 8.668143405373531 47.67763100118199, 8.664242303016968 47.678815347434714, 8.660200579528947 47.67793952835707, 8.653133233631824 47.676747220112745, 8.653083335810985 47.67550913041663, 8.638631112429577 47.67603661236111, 8.637025309831643 47.677945499850786, 8.626378929330649 47.67500354394908, 8.623970225433748 47.67633916804248)))",280.4140127,13.79897785,19.36399773,59.39806928,21.23793299,781.0,6.28,39.58664547,44.51510334,3.497615262,76.0,176.0,220.0,26.97841727,1.93,9.069968327,36.86054324,93635.799207398,1082.9999997848126,6.0,0,Laufen-Uhwiesen,0,0,0,0,0
